,pt_code,text,text_de
1363,10041349,drowsy,schläfrig
1364,10020765,whacks me out,haut mich um
1365,10041349,Feel crap every morning,Jeden Morgen Scheiße fühlen
1366,10003246,arthritis,Arthritis
1367,10002855,anxiety,Angst
1368,10000087,gastro pain,Magenschmerzen
1369,10041349,nap,nap
1370,10001760,hairloss,Haarausfall
1371,10017581,can't walk,kann nicht gehen
1372,10002368,rage,Wut
1373,10003239,joint pain,Gelenkschmerzen
1374,10016334,feel hot,sich heiß anfühlen
1375,10047899,gainin weight,Gewichtszunahme
1376,10021972,IBD,IBD
1377,10002368,mad,verrückt
1378,10047700,vomit,Erbrechen
1379,10020765,sleep for like 12 hours,etwa 12 Stunden lang schlafen
1380,10012378,depression,Depression
1381,10013710,interacts,interagiert mit
1382,10003246,rheum,rheum
1383,10000496,face break out,Gesichtsausbruch
1384,10037844,rashes,Ausschläge
1385,10028347,twitch,zucken
1386,10012378,depressants,Beruhigungsmittel
1387,10037844,rash,vorschnell
1388,10029412,Nightmare,Alptraum
1389,10013050,disable,deaktivieren
1390,10061814,detox,detox
1391,10037844,rash,vorschnell
1392,10048010,DISCONTINUATION SYNDROME,ABBRUCH-SYNDROM
1393,10022998,irritable,gereizt
1394,10040984,screwing up my sleep,mir den Schlaf zu versauen
1395,10028334,spasms,Spasmen
1396,10016322,feeling like absolute shit,sich wie absolute Scheiße fühlen
1397,10042264,mentally drained,geistig ausgelaugt
1398,10000125,Dreamt,Geträumt
1399,10048010,withdrawal,Rückzug
1400,10022437,awake,wach
1401,10048010,withdrawal,Rückzug
1402,10019211,pains in head,Kopfschmerzen
1403,10016256,tired,müde
1404,10003988,back pain,Rückenschmerzen
1405,10038743,cant keep still,kann nicht stillhalten
1406,10042458,suicidal thoughts,Selbstmordgedanken
1407,10020765,knock me the fuck out,Schlag mich k.o.
1408,10003988,back pain,Rückenschmerzen
1409,10070863,toxicity,Toxizität
1410,10015535,feeling high,Hochgefühl
1411,10022437,can't sleeeep,kann nicht schlafen
1412,10017577,limping,humpelnd
1413,10061218,inflammation,Entzündung
1414,10024264,lethargy,Lethargie
1415,10027175,not remember,nicht erinnern
1416,10062519,dreadful nights sleep,schreckliche Nächte schlafen
1417,10047899,gain unwanted pounds,unerwünschte Pfunde zunehmen
1418,10019211,headache,Kopfschmerzen
1419,10020466,hungry,hungrig
1420,10039906,seizure,Beschlagnahme
1421,10048010,withdrawal,Rückzug
1422,10000496,face break out,Gesichtsausbruch
1423,10029883,obesity,Fettleibigkeit
1424,10019133,hangovers,Kater
1425,10020642,sweats,schwitzt
1426,10062519,horrible sleep,schrecklicher Schlaf
1427,10048010,Withdrawal,Rückzug
1428,10042458,suicidal,selbstmörderisch
1429,10000125,weird dreams,seltsame Träume
1430,10041349,sleepy,schläfrig
1431,10017581,CRIPPLED,GEKRIPPELT
1432,10048010,Getting off of it is HELL,Der Ausstieg ist die Hölle
1433,10052804,tolerance,Toleranz
1434,10011401,Crohn's,Morbus Crohn
1435,10041349,sleepy,schläfrig
1436,10006242,boobs humungous,Brüste riesig
1437,10022437,insomnia,Schlaflosigkeit
1438,10048010,withdrawal,Rückzug
1439,10000087,stomach,Magen
1440,10002368,angry,wütend
1441,10046571,urinary track infections,Harnwegsinfektionen
1442,10057371,tongue is numb,Zunge ist taub
1443,10061920,crazy,verrückt
1444,10016256,tired,müde
1445,10012735,continuous shitting,kontinuierliches Scheißen
1446,10048010,withdrawn,zurückgezogen
1447,10000125,crazy dreams,verrückte Träume
1448,10002855,anxiety,Angst
1449,10043528,relaxes ur vocal cords,entspannt die Stimmbänder
1450,10000125,fucked up scenarios in my sleep,abgefuckte Szenarien im Schlaf
1451,10048010,withdrawal,Rückzug
1452,10048010,withdrawal,Rückzug
1453,10012378,depression,Depression
1454,10022437,nosleep,nosleep
1455,10012735,diarrhea,Durchfall
1456,10012378,happiness,Glück
1457,10008531,shivers,schaudert
1458,10025482,sick,krank
1459,10027599,migraine,Migräne
1460,10028245,MS,MS
1461,10058920,RLS,RLS
1462,10048010,withdraw,zurückziehen
1463,10013781,mouth is painfully dry,der Mund ist schmerzhaft trocken
1464,10025482,sick,krank
1465,10043431,need to save the world,"Notwendigkeit, die Welt zu retten"
1466,10021030,hypo manic mixed episode,hypomanische gemischte Episode
1467,10020466,hungry,hungrig
1468,10041349,back to sleep,zurück in den Schlaf
1469,10003239,Joints killing,Gelenke töten
1470,10020765,sleep,schlafen
1471,10017944,GI effects,GI-Effekte
1472,10005750,raised my blood pressure,meinen Blutdruck erhöht
1473,10012378,depressed,deprimiert
1474,10020751,allergic,Allergiker
1475,10048010,withdrawal,Rückzug
1476,10048010,withdrawal,Rückzug
1477,10020765,sleeping,schlafend
1478,10044565,muscle tremors,Muskelzittern
1479,10047895,lost 10 pounds,10 Pfund verloren
1480,10003239,knee still painful,Knie immer noch schmerzhaft
1481,10016322,feel like you're on your death bed,"das Gefühl haben, auf dem Sterbebett zu liegen"
1482,10061920,scared,erschreckt
1483,10044565,shaking,Schütteln
1484,10033371,painful,schmerzhaft
1485,10048010,withdrawal,Rückzug
1486,10028813,nauseous,Übelkeit
1487,10002855,anxiety,Angst
1488,10027951,mood swings,Stimmungsschwankungen
1489,10061428,appetite is still terrible,Der Appetit ist immer noch schrecklich
1490,10024968,chest infections,Brustinfektionen
1491,10019211,headache,Kopfschmerzen
1492,10020751,allergic,Allergiker
1493,10062519,slept horribly,schlief schrecklich
1494,10002942,no freaking motivation,keine verrückte Motivation
1495,10021654,munchies,munchies
1496,10029898,OCD,OCD
1497,10021654,munchies,munchies
1498,10025482,sick,krank
1499,10028521,Dilated pupils,Dilatierte Schüler
1500,10047899,weight gain,Gewichtszunahme
1501,10006514,grind my teeth,mit den Zähnen knirschen
1502,10022437,can't sleep,kann nicht schlafen
1503,10031085,orgasm,Orgasmus
1504,10000125,dreams,Träume
1505,10020642,sweatin,schwitzen
1506,10028813,urge to vomit,Erbrechensdrang
1507,10033371,pain,Schmerz
1508,10020765,asleep,schlafend
1509,10011401,Crohns,Crohns
1510,10061461,boner killer,Ständer-Mörder
1511,10013663,addictive,süchtig machend
1512,10061428,starvation,Hungersnot
1513,10033799,crippled,verkrüppelt
1514,10048232,yawning,gähnend
1515,10047899,gain alot of weight,viel Gewicht zunehmen
1516,10022437,nosleep,nosleep
1517,10047895,lost 4 stone,verlorener 4 Stein
1518,10038743,antsy,ungeduldig
1519,10028836,neck,Hals
1520,10003402,sting,stechen
1521,10004940,bipolar II,bipolar II
1522,10028411,muscle,muskeln
1523,10033775,brain shivers,das Gehirn zittert
1524,10022437,won't sleep,will nicht schlafen
1525,10016322,zombified,zombifiziert
1526,10028836,neck,Hals
1527,10016256,tired,müde
1528,10022437,fewer hours sleep,weniger Stunden Schlaf
1529,10016256,tired,müde
1530,10067125,HURT YOUR Liver,IHRE Leber verletzen
1531,10040984,Sleep cycle,Schlafzyklus
1532,10047700,Vomiting,Erbrechen
1533,10028813,nauseated,angewidert
1534,10043521,throat,Kehle
1535,10042458,sucidal thoughts,Sucidale Gedanken
1536,10003988,back pain,Rückenschmerzen
1537,10012378,tipped me to a dark place,tippte mich an einen dunklen Ort
1538,10043071,fast pulse,schneller Puls
1539,10060800,hotflashes,Hitzewallungen
1540,10027374,retarded,retardiert
1541,10000125,dream,Traum
1542,10061920,psychosis,Psychose
1543,10010071,coma,Koma
1544,10020751,Allergic reaction,Allergische Reaktion
1545,10002652,can't cum,kann nicht kommen
1546,10003988,Lower back ache,Schmerzen im unteren Rücken
1547,10028372,legs still weak,Beine noch schwach
1548,10013457,dissociation,Dissoziation
1549,10025482,sick,krank
1550,10016322,wrecked,wrecked
1551,10039626,Schizophrenia,Schizophrenie
1552,10011401,crohns,crohns
1553,10047899,weight I put on,"Gewicht, das ich auflege"
1554,10014551,emotional,emotional
1555,10003591,ataxia,Ataxie
1556,10000087,"killing""  my tummy","meinen Bauch ""töten""."
1557,10016330,drunk,betrunken
1558,10001760,hair is... definitely falling out,die Haare... fallen definitiv aus
1559,10048010,withdrawls,zieht sich zurück
1560,10020765,oversleeping,verschlafen
1561,10028813,nauseas,Übelkeiten
1562,10053615,burns,brennt
1563,10013663,CRAVINGS,REISEN
1564,10048010,withdrawing,zurückziehen
1565,10029412,nightmares,Alpträume
1566,10013642,drooling,sabbernd
1567,10020765,sleep,schlafen
1568,10038683,Respiratory issues,Fragen der Atmung
1569,10048010,withdrawals,Rückzüge
1570,10041349,sleepy,schläfrig
1571,10028813,nauseous,Übelkeit
1572,10019063,psychedelic,psychedelisch
1573,10013663,addicted,süchtig
1574,10054196,mood stabilizer,Stimmungsstabilisator
1575,10013573,dizzy,schwindlig
1576,10028813,feel like I need to throw up,"das Gefühl haben, ich müsste mich übergeben"
1577,10033371,pains,schmerzt
1578,10047899,fat.,Fett.
1579,10020751,allergic,Allergiker
1580,10047899,gained 30 lbs,30 Pfund zugenommen
1581,10044565,shakes,schüttelt
1582,10021654,munchies,munchies
1583,10020765,falling asleep,Einschlafen
1584,10028334,muscle spasms,Muskelkrämpfe
1585,10009657,septic c diff,septisch c diff
1586,10056465,cravings,Sehnsüchte
1587,10025482,sick,krank
1588,10064805,mind races,Gedankenrennen
1589,10020765,wont wake,wird nicht erwachen
1590,10062519,quality,Qualität
1591,10048010,withdrawals,Rückzüge
1592,10044565,shaky,wackelig
1593,10039897,sedative,Beruhigungsmittel
1594,10047899,weight gain,Gewichtszunahme
1595,10044565,tremors in hands,Zittern in den Händen
1596,10043087,wear-off,Abnutzung
1597,10022437,Not sleeping,Nicht schlafend
1598,10013663,addictive,süchtig machend
1599,10025482,sick,krank
1600,10013663,addicted,süchtig
1601,10006514,jaw clenching,Zusammenpressen der Kiefer
1602,10048010,withdraw,zurückziehen
1603,10033371,pain,Schmerz
1604,10016256,knocked me out,schlug mich k.o.
1605,10044565,shaky,wackelig
1606,10000496,acne,Akne
1607,10002942,felt nothing,nichts gefühlt
1608,10048010,withdrawal,Rückzug
1609,10033557,palpitate,Herzklopfen
1610,10003246,rheum,rheum
1611,10028334,muscle spasms,Muskelkrämpfe
1612,10003239,pain in my joints,Schmerzen in meinen Gelenken
1613,10022437,�light� sleep,�light� schlafen
1614,10020751,Allergic reaction,Allergische Reaktion
1615,10041349,Slept through every alarm,Jeden Wecker verschlafen
1616,10020765,asleep 24/7,schlafend 24/7
1617,10016322,knocking me about,mich herumzukommandieren
1618,10002855,anxiety,Angst
1619,10013663,addictive,süchtig machend
1620,10019303,heart beat out my chest,Herz schlug mir aus der Brust
1621,10006242,boobs humungous,Brüste riesig
1622,10048010,withdrawals,Rückzüge
1623,10047899,Potato Drug bcuz that's what I looked like,Potato Drug bcuz so sah ich aus
1624,10011469,crying,weinend
1625,10013663,addicted,süchtig
1626,10012174,dehydrate,entwässern
1627,10048010,withdrawal,Rückzug
1628,10011401,crohns,crohns
1629,10068318,sore throats,Halsschmerzen
1630,10002855,anxiety,Angst
1631,10021030,hypomania,Hypomanie
1632,10047531,eyesight,Augenlicht
1633,10041349,sleepies,sleepies
1634,10034972,cannot be in the sun,kann nicht in der Sonne sein
1635,10028813,nausea,Übelkeit
1636,10041349,Slept 11 hours,11 Stunden geschlafen
1637,10016322,zombie,Zombie
1638,10022437,want to sleeeeep,schlafen wollen
1639,10016256,tired,müde
1640,10016759,flat,Wohnung
1641,10040984,sleep less,weniger schlafen
1642,10012378,depressed,deprimiert
1643,10013663,addiction,Sucht
1644,10020765,falling asleep,Einschlafen
1645,10052804,tolerant,tolerant
1646,10029898,OCD,OCD
1647,10013781,dry mouth,Mundtrockenheit
1648,10002855,anxious,ängstlich
1649,10047899,gain so much weight,so viel Gewicht gewinnen
1650,10041010,night terrors,Nachtschrecken
1651,10020765,16 hours,16 Stunden
1652,10026749,mania,Manie
1653,10020765,sleep,schlafen
1654,10040030,CANT FEEL MY MOUTH,KANN MEINEN MUND NICHT FÜHLEN
1655,10013781,dries mouth,trocknet den Mund aus
1656,10020937,numb,gefühllos
1657,10000060,bloated,aufgeblasen
1658,10019211,Headache,Kopfschmerzen
1659,10068318,Throat,Kehle
1660,10020765,sleep,schlafen
1661,10020765,sleep 12+ hours,12+ Stunden schlafen
1662,10003246,rheum,rheum
1663,10039906,seizure,Beschlagnahme
1664,10061428,not eat,nicht essen
1665,10033775,brain zap,Gehirn-Zap
1666,10002368,throw chairs,Stühle werfen
1667,10020642,sweating,Schwitzen
1668,10053204,cant really walk,kann nicht wirklich gehen
1669,10033664,panic attack,Panikattacke
1670,10039897,sedating,Beruhigend
1671,10022437,wide awake,hellwach
1672,10027175,memory,Erinnerung
1673,10033371,pain,Schmerz
1674,10017577,staggering,überwältigend
1675,10016322,walking dead,wandelnde Tote
1676,10048010,WITHDRAWALS,ZEICHNUNGEN
1677,10010305,confusion,Verwirrung
1678,10020765,sleep,schlafen
1679,10020466,hungry,hungrig
1680,10003246,rheum,rheum
1681,10061920,anti-psychotics,Anti-Psychotiker
1682,10003988,back pains,Rückenschmerzen
1683,10016322,zombie,Zombie
1684,10061461,dead from the waist down,tot von der Hüfte abwärts
1685,10000125,dreams,Träume
1686,10073508,hyper-sensitive,hyperempfindlich
1687,10011469,cry,ruf
1688,10016322,feelin weird,sich seltsam fühlen
1689,10027940,low after the high,niedrig nach dem Hoch
1690,10021654,munchies,munchies
1691,10003239,knee pain,Knieschmerzen
1692,10021654,munchies,munchies
1693,10043248,ruptures,brüche
1694,10014551,emotional mess,emotionales Durcheinander
1695,10016322,zombie,Zombie
1696,10033371,pain,Schmerz
1697,10015090,Nosebleed,Nasenbluten
1698,10016322,zombie,Zombie
1699,10047531,interfering with my visions,Beeinträchtigung meiner Visionen
1700,10042458,gun in your hand,Waffe in der Hand
1701,10022437,insomnia,Schlaflosigkeit
1702,10047899,gained over 30lbs,über 30 Pfund zugenommen
1703,10027599,migraine,Migräne
1704,10048010,withdrawals,Rückzüge
1705,10052897,nerves,Nerven
1706,10012378,depressed,deprimiert
1707,10008531,shivering,zitternd
1708,10020765,sleep,schlafen
1709,10015535,high,hoch
1710,10027599,migraines,Migräne
1711,10016807,fluid retention,Flüssigkeitsretention
1712,10053204,walking painful,schmerzhaftes Gehen
1713,10020765,Zombie,Zombie
1714,10041349,space me out,Lass mich raus
1715,10022437,nosleep,nosleep
1716,10019211,headaches,Kopfschmerzen
1717,10041349,sleepy,schläfrig
1718,10011762,cysticfibrosis,Mukoviszidose
1719,10003246,rheum,rheum
1720,10050014,waking up without knowing I feel asleep,"Aufwachen ohne zu wissen, dass ich mich schlafen fühle"
1721,10044565,shakes,schüttelt
1722,10025482,sick,krank
1723,10020765,cant get up,kann nicht aufstehen
1724,10061664,autoimmune disease,Autoimmunkrankheit
1725,10012378,depression,Depression
1726,10021972,IBD,IBD
1727,10039906,convulsions,Krämpfe
1728,10003988,back pain,Rückenschmerzen
1729,10048010,withdrawal,Rückzug
1730,10011401,crohnsdisease,crohnsdisease
1731,10013573,dizziness,Schwindelgefühl
1732,10013663,addicted,süchtig
1733,10013709,has done nothing nothing,hat nichts getan nichts getan
1734,10016256,tired,müde
1735,10013786,dry skin,trockene Haut
1736,10047700,vomiting,Erbrechen
1737,10020642,sweatin,schwitzen
1738,10043458,thirsty,durstig
1739,10016256,exhausted,erschöpft
1740,10022437,ca n't sleep,kann nicht schlafen
1741,10048232,yawning,gähnend
1742,10044565,shaking,Schütteln
1743,10033371,pain,Schmerz
1744,10016256,tired,müde
1745,10022437,2 and a half hours of sleep,2 und eine halbe Stunde Schlaf
1746,10020765,all I ever did was sleep,Ich habe immer nur geschlafen.
1747,10020765,sleep,schlafen
1748,10013663,addicted,süchtig
1749,10013573,dizziness,Schwindelgefühl
1750,10047899,weight gain,Gewichtszunahme
1751,10016256,tired,müde
1752,10048779,ready to run a marathon,"bereit, einen Marathon zu laufen"
1753,10016256,tiredness,Müdigkeit
1754,10038776,gag,gag
1755,10037211,hyper,hyper
1756,10002368,rage,Wut
1757,10022437,ca n't sleep,kann nicht schlafen
1758,10022437,impossible to sleep,unmöglich zu schlafen
1759,10020651,wired,verdrahtet
1760,10016338,jittery,nervös
1761,10013663,addiction,Sucht
1762,10033371,pain,Schmerz
1763,10047899,weight gain,Gewichtszunahme
1764,10016338,jittery,nervös
1765,10033557,heart beating out of my chest,"Herz, das aus meiner Brust schlägt"
1766,10022437,sleep keeps me awake,Schlaf hält mich wach
1767,10067484,reaction,Reaktion
1768,10033664,panic attacks,Panikattacken
1769,10048010,withdrawals,Rückzüge
1770,10048010,withdrawal,Rückzug
1771,10013573,dizzy,schwindlig
1772,10013036,double vision,Doppeltsehen
1773,10025482,sick,krank
1774,10016256,tired,müde
1775,10042674,swelled up,angeschwollen
1776,10048010,withdrawal,Rückzug
1777,10047895,lost weight,Gewicht verloren
1778,10013946,digestive system,Verdauungssystem
1779,10050584,bruising,blaue Flecken
1780,10002368,anger,ärgern
1781,10027599,migraine,Migräne
1782,10001488,aggressive,aggressiv
1783,10019211,headaches,Kopfschmerzen
1784,10020765,sleep,schlafen
1785,10002368,angry,wütend
1786,10016322,zombie,Zombie
1787,10022437,never let me sleep,lass mich nie schlafen
1788,10016256,tired,müde
1789,10020642,sweating,Schwitzen
1790,10048010,withdrawal,Rückzug
1791,10013573,dizzy,schwindlig
1792,10033371,ache,ache
1793,10027175,forgetful,vergesslich
1794,10022437,wo n't let me sleep naturally,mich nicht natürlich schlafen lassen
1795,10020765,sleep nonstop,pausenlos schlafen
1796,10061598,wiping away my immune system,mein Immunsystem wegwischen
1797,10020765,sleep,schlafen
1798,10022437,just wana sleep,nur wana schlafen
1799,10005619,iron is low,Eisen ist niedrig
1800,10041349,no problem sleeping,kein Problem beim Schlafen
1801,10016338,jittery,nervös
1802,10048010,withdrawls,zieht sich zurück
1803,10022437,no sleep all day,den ganzen Tag nicht schlafen
1804,10024264,lethargy,Lethargie
1805,10013911,tastes so chemically,so chemisch schmeckt
1806,10020466,hungry,hungrig
1807,10048010,withdrawl,zurückziehenl
1808,10020765,sleep about anywhere,Überall schlafen
1809,10022437,screwed me over for sleep,mich um den Schlaf gebracht hat
1810,10019211,headaches,Kopfschmerzen
1811,10019133,hungover,verkatert
1812,10025482,sick,krank
1813,10022437,have n't gotten much sleep,haben nicht viel Schlaf bekommen
1814,10019133,hangovers,Kater
1815,10002942,apathetic,apathisch
1816,10066371,tendons hurt like hell,Sehnen tun höllisch weh
1817,10047700,can't keep food down,kann Nahrung nicht niedrig halten
1818,10022437,running off of 2 hrs of sleep,Auslaufen von 2 Stunden Schlaf
1819,10047899,weight gain,Gewichtszunahme
1820,10022998,irritability,Reizbarkeit
1821,10028813,nausea,Übelkeit
1822,10044565,shaky,wackelig
1823,10061428,lose my appetite,meinen Appetit verlieren
1824,10039906,seizures,Beschlagnahmen
1825,10019133,hangover,Kater
1826,10016256,tired,müde
1827,10014928,wet the bed,das Bett nass machen
1828,10013573,dizzy,schwindlig
1829,10025482,sick,krank
1830,10020937,fingers are numb,Finger sind taub
1831,10016338,jittery,nervös
1832,10022437,without sleep,ohne Schlaf
1833,10048010,withdrawal,Rückzug
1834,10016256,tired,müde
1835,10047899,weight gain,Gewichtszunahme
1836,10012378,depressed,deprimiert
1837,10022437,no sleep,kein Schlaf
1838,10019063,hallucinated,halluziniert
1839,10022437,do n't even think i 'd be able to sleep,"Ich glaube nicht einmal, dass ich schlafen könnte"
1840,10022437,insomniac,Schlaflos
1841,10020765,slept through every alarm,schlief jeden Wecker durch
1842,10016322,feel like I have no emotions,"das Gefühl haben, dass ich keine Emotionen habe"
1843,10022437,runnin on 4 hrs of sleep,mit 4 Stunden Schlaf laufen
1844,10013573,dizziness,Schwindelgefühl
1845,10022437,wide awake,hellwach
1846,10018276,gums taste like blood,Zahnfleisch schmeckt nach Blut
1847,10025482,sick,krank
1848,10000125,fucked up dreams,beschissene Träume
1849,10022437,have n't slept,nicht geschlafen haben
1850,10016322,zombie,Zombie
1851,10041349,groggy,groggy
1852,10061428,lack of hunger,Mangel an Hunger
1853,10000125,don't dream in english,don't dream in englischer Sprache
1854,10025482,sick,krank
1855,10047899,weight gain,Gewichtszunahme
1856,10022437,not sleep,nicht schlafen
1857,10013946,heartburn,Sodbrennen
1858,10016322,zombie,Zombie
1859,10048010,withdrawals,Rückzüge
1860,10013573,dizziness,Schwindelgefühl
1861,10041349,sleepy,schläfrig
1862,10061428,have n't eaten all day,den ganzen Tag nichts gegessen haben
1863,10020765,slept another 2 hrs,weitere 2 Stunden geschlafen
1864,10022437,n't slept a fucking wink,nicht ein verdammtes Auge zugetan
1865,10022437,n't get too sleep,nicht zu viel Schlaf bekommen
1866,10012378,depression,Depression
1867,10033645,pancreatitis,Pankreatitis
1868,10039906,seizure,Beschlagnahme
1869,10020642,sweating,Schwitzen
1870,10048010,withdrawal,Rückzug
1871,10022437,not let me sleep,mich nicht schlafen lassen
1872,10061428,wo n't eat,würde nicht essen
1873,10048010,withdrawal,Rückzug
1874,10047899,"gained five, five kilos ","nahm fünf, fünf Kilo zu"
1875,10022437,taking away my ability to sleep,mir die Fähigkeit zu schlafen zu nehmen
1876,10020642,sweating,Schwitzen
1877,10013663,addicted,süchtig
1878,10047340,head is spinning,Kopf dreht sich
1879,10049119,upset,verärgert
1880,10013573,dizzy,schwindlig
1881,10000125,weirdest fucking dreams,die verdammt seltsamsten Träume
1882,10000125,vivid dreams,lebendige Träume
1883,10041349,sleepy,schläfrig
1884,10047899,gain weight,an Gewicht zunehmen
1885,10022437,4 hours of sleep,4 Stunden Schlaf
1886,10041349,hurts my brain,schmerzt mein Gehirn
1887,10022437,stay up,oben bleiben
1888,10016334,hot,heiß
1889,10022437,not sleeping,nicht schlafend
1890,10044565,shaky,wackelig
1891,10022437,close to falling a sleep but my vyvanse wo n't let me,"kurz davor, einzuschlafen, aber mein vyvanse ließ mich nicht"
1892,10016256,tired,müde
1893,10048010,withdrawal,Rückzug
1894,10022998,"mean, grumpy ","gemein, mürrisch"
1895,10048010,withdrawal is utter fucking hell,Rückzug ist die reinste Hölle
1896,10039897,too sedated,zu sediert
1897,10016807,fluid retention,Flüssigkeitsretention
1898,10019211,headaches,Kopfschmerzen
1899,10013663,addicted,süchtig
1900,10000125,lucid dreams,Luzide Träume
1901,10048010,withdrawal,Rückzug
1902,10027951,mood swings,Stimmungsschwankungen
1903,10027590,need to sleep and not wake up,Bedürfnis zu schlafen und nicht aufzuwachen
1904,10022437,insomnia,Schlaflosigkeit
1905,10044565,shaky,wackelig
1906,10041349,fighting the sleep is amazing,Der Kampf gegen den Schlaf ist erstaunlich
1907,10048010,withdrawals,Rückzüge
1908,10013663,addictive,süchtig machend
1909,10020642,sweat,schwitzen
1910,10012174,dehydration,Dehydrierung
1911,10020642,sweating,Schwitzen
1912,10020466,hungry,hungrig
1913,10016256,fatigue,Müdigkeit
1914,10034829,throat started swelling,Rachen begann anzuschwellen
1915,10011224,unproductive coughs,unproduktives Husten
1916,10041349,ca n't function,kann nicht funktionieren
1917,10020751,allergic reaction,allergische Reaktion
1918,10012378,depressed,deprimiert
1919,10049119,emotional train wreck,emotionales Zugunglück
1920,10013709,won't even kick in,tritt nicht einmal ein
1921,10048779,still full of energy,immer noch voller Energie
1922,10020765,sleeping too much,zu viel schlafen
1923,10025482,sick,krank
1924,10029216,nervous,nervös
1925,10013911,tastes,schmeckt
1926,10016322,fuzzy,fuzzy
1927,10042458,suicidal,selbstmörderisch
1928,10044565,shaky,wackelig
1929,10048010,withdrawal,Rückzug
1930,10022437,not sleeping,nicht schlafend
1931,10020937,numb,gefühllos
1932,10048010,withdrawal,Rückzug
1933,10015535,feeling unstoppable,sich unaufhaltsam fühlen
1934,10027175,losing my ability to speak english and remember what i was going to do,"meine Fähigkeit zu verlieren, Englisch zu sprechen und mich zu erinnern, was ich vorhatte"
1935,10022437,no sleep,kein Schlaf
1936,10022437,total of seven hours of sleep,insgesamt sieben Stunden Schlaf
1937,10013709,doesn't want to work,will nicht arbeiten
1938,10027599,migraines,Migräne
1939,10047899,gained a lot of weight,viel Gewicht gewonnen
1940,10022437,have n't slept in the past 24 hours,in den letzten 24 Stunden nicht geschlafen haben
1941,10041349,mentally foggy,geistig neblig
1942,10037844,rash,vorschnell
1943,10029412,nightmares,Alpträume
1944,10000125,dreams more real,Träume realer
1945,10012735,shits,scheißt
1946,10016256,tired,müde
1947,10061920,crazy,verrückt
1948,10013663,addicted,süchtig
1949,10019133,hangover,Kater
1950,10047899,put on weight,an Gewicht zulegen
1951,10047899,gain 30 pounds,30 Pfund zunehmen
1952,10061428,not lose your appitite,nicht den Appetit verlieren
1953,10011469,crying,weinend
1954,10061428,hunger ceases,Der Hunger hört auf
1955,10024870,absence of libido,Fehlende Libido
1956,10020466,hungry,hungrig
1957,10020765,sleep all the,alle schlafen
1958,10041349,fog,Nebel
1959,10025482,sick,krank
1960,10022437,can not sleep,kann nicht schlafen
1961,10029412,sleep without my dreams yelling,"schlafen, ohne dass meine Träume schreien"
1962,10000125,vivid lamictal dreams,lebhafte lamictal Träume
1963,10041349,sleepy,schläfrig
1964,10022437,plan on sleeping in 4 hours,"planen, in 4 Stunden zu schlafen"
1965,10022437,stayed awake all day on 0 sleep,den ganzen Tag mit 0 Schlaf wach geblieben
1966,10020751,allergic,Allergiker
1967,10042458,suicidal thoughts,Selbstmordgedanken
1968,10058672,negatibe thoughts,negatibe Gedanken
1969,10003988,back pain,Rückenschmerzen
1970,10047899,weight gain,Gewichtszunahme
1971,10022437,can't fall asleep,kann nicht einschlafen
1972,10013573,head rushes,Kopfbedrängungen
1973,10019133,hangover,Kater
1974,10048232,yawn,gähnen
1975,10022437,never sleeping,niemals schlafend
1976,10022437,can't sleep,kann nicht schlafen
1977,10013709,didn't work,hat nicht funktioniert
1978,10033664,panic attacks,Panikattacken
1979,10066241,tear up the inside of my mouth,das Innere meines Mundes zerreißen
1980,10010774,constipation,Verstopfung
1981,10048010,withdrawal,Rückzug
1982,10003988,back pain,Rückenschmerzen
1983,10010305,confusion,Verwirrung
1984,10020765,to go to sleep,schlafen gehen
1985,10041349,dumbs me down,macht mich sprachlos
1986,10020642,sweating,Schwitzen
1987,10002368,rage,Wut
1988,10020765,slept uninterrupted,schlief ununterbrochen
1989,10022437,ca n't sleep,kann nicht schlafen
1990,10048010,comedown,comedown
1991,10016338,jittery,nervös
1992,10016256,tired 24\/7 bcuz of,müde 24\/7 bcuz von
1993,10016256,tired,müde
1994,10020751,allergic reaction,allergische Reaktion
1995,10022437,not letting me sleep,mich nicht schlafen lassen
1996,10026749,manic reactions,manische Reaktionen
1997,10019211,headache,Kopfschmerzen
1998,10047899,weight gain,Gewichtszunahme
1999,10041349,drowsiness,Schläfrigkeit
2000,10016322,zombie,Zombie
2001,10033664,panic\/anxiety attacks,Panik-/Angst-Attacken
2002,10022437,wanna sleep in,ausschlafen wollen
2003,10047340,room spins,Raum dreht sich
2004,10022437,ca n't sleep,kann nicht schlafen
2005,10006514,grinding my teeth,Zähneknirschen
2006,10033664,still getting panic\/anxiety attacks daily,immer noch täglich Panik-/Angst-Attacken
2007,10025482,sick,krank
2008,10019211,headaches,Kopfschmerzen
2009,10043087,is n't sufficient,ist nicht ausreichend
2010,10020765,sleep all day,den ganzen Tag schlafen
2011,10047700,wanna throw up,kotzen wollen
2012,10048010,withdrawal,Rückzug
2013,10048010,withdrawal,Rückzug
2014,10013663,addicted,süchtig
2015,10022437,ca n't sleep,kann nicht schlafen
2016,10041349,drowsy,schläfrig
2017,10019211,headaches,Kopfschmerzen
2018,10048010,withdrawal,Rückzug
2019,10041349,sleepy,schläfrig
2020,10037087,itching,Juckreiz
2021,10049119,emotional roller coaster,emotionale Achterbahn
2022,10016322,zombie,Zombie
2023,10016256,tireddd,ermüdet
